max_depth	min_split	vminbucket	vcp	ganancia_promedio
14	80	40	-0.5	37094000
14	80	10	-0.5	38530000
14	80	5	-0.5	39574000
14	80	2	-0.5	42780000
14	80	20	-0.3	36908000
14	80	26.6666666666667	-0.3	35584000
14	80	40	-0.3	37094000
14	80	10	-0.3	38530000
14	80	5	-0.3	39574000
14	80	2	-0.3	42780000
14	80	20	-0.1	36908000
14	80	26.6666666666667	-0.1	35584000
14	80	40	-0.1	37094000
14	80	10	-0.1	38530000
14	80	5	-0.1	39574000
14	80	2	-0.1	42780000
14	80	20	0	35576000
14	80	26.6666666666667	0	35640000
14	80	40	0	35842000
14	80	10	0	42864000
14	80	5	0	46936000
14	80	2	0	47364000
14	160	40	-0.5	40940000
14	160	53.3333333333333	-0.5	40232000
14	160	80	-0.5	39820000
14	160	10	-0.5	40554000
14	160	5	-0.5	41942000
14	160	2	-0.5	46136000
14	160	40	-0.3	40940000
14	160	53.3333333333333	-0.3	40232000
14	160	80	-0.3	39820000
14	160	10	-0.3	40554000
14	160	5	-0.3	41942000
14	160	2	-0.3	46136000
14	160	40	-0.1	40940000
14	160	53.3333333333333	-0.1	40232000
14	160	80	-0.1	39820000
14	160	10	-0.1	40554000
14	160	5	-0.1	41942000
14	160	2	-0.1	46136000
14	160	40	0	12724000
14	160	53.3333333333333	0	6444000
14	160	80	0	0
14	160	10	0	14840000
14	160	5	0	47072000
14	160	2	0	47460000
14	320	80	-0.5	43020000
14	320	106.666666666667	-0.5	42540000
14	320	160	-0.5	45556000
14	320	10	-0.5	41932000
14	320	5	-0.5	42438000
14	320	2	-0.5	46930000
14	320	80	-0.3	43020000
14	320	106.666666666667	-0.3	42540000
14	320	160	-0.3	45556000
14	320	10	-0.3	41932000
14	320	5	-0.3	42438000
14	320	2	-0.3	46930000
14	320	80	-0.1	43020000
14	320	106.666666666667	-0.1	42540000
14	320	160	-0.1	45556000
14	320	10	-0.1	41932000
14	320	5	-0.1	42438000
14	320	2	-0.1	46930000
14	320	80	0	0
14	320	106.666666666667	0	0
14	320	160	0	0
14	320	10	0	6280000
14	320	5	0	45060000
14	320	2	0	47296000
14	640	160	-0.5	47346000
14	640	213.333333333333	-0.5	47806000
14	640	320	-0.5	49074000
14	640	10	-0.5	43932000
14	640	5	-0.5	45322000
14	640	2	-0.5	48832000
14	640	160	-0.3	47346000
14	640	213.333333333333	-0.3	47806000
14	640	320	-0.3	49074000
14	640	10	-0.3	43932000
14	640	5	-0.3	45322000
14	640	2	-0.3	48832000
14	640	160	-0.1	47346000
14	640	213.333333333333	-0.1	47806000
14	640	320	-0.1	49074000
14	640	10	-0.1	43932000
14	640	5	-0.1	45322000
14	640	2	-0.1	48832000
14	640	160	0	0
14	640	213.333333333333	0	0
14	640	320	0	0
14	640	10	0	0
14	640	5	0	40276000
14	640	2	0	44884000
16	10	2.5	-0.5	26642000
16	10	3.33333333333333	-0.5	23770000
16	10	5	-0.5	23352000
16	10	10	-0.5	27690000
16	10	5	-0.5	23352000
16	10	2	-0.5	26642000
16	10	2.5	-0.3	26642000
16	10	3.33333333333333	-0.3	23770000
16	10	5	-0.3	23352000
16	10	10	-0.3	27690000
16	10	5	-0.3	23352000
16	10	2	-0.3	26642000
16	10	2.5	-0.1	26642000
16	10	3.33333333333333	-0.1	23770000
16	10	5	-0.1	23352000
16	10	10	-0.1	27690000
16	10	5	-0.1	23352000
16	10	2	-0.1	26642000
16	10	2.5	0	38720000
16	10	3.33333333333333	0	36170000
16	10	5	0	36756000
16	10	10	0	41946000
16	10	5	0	36756000
16	10	2	0	38720000
16	20	5	-0.5	28260000
16	20	6.66666666666667	-0.5	29224000
16	20	10	-0.5	27690000
16	20	10	-0.5	27690000
16	20	5	-0.5	28260000
16	20	2	-0.5	29812000
16	20	5	-0.3	28260000
16	20	6.66666666666667	-0.3	29224000
16	20	10	-0.3	27690000
16	20	10	-0.3	27690000
16	20	5	-0.3	28260000
16	20	2	-0.3	29812000
16	20	5	-0.1	28260000
16	20	6.66666666666667	-0.1	29224000
16	20	10	-0.1	27690000
16	20	10	-0.1	27690000
16	20	5	-0.1	28260000
16	20	2	-0.1	29812000
16	20	5	0	43710000
16	20	6.66666666666667	0	43364000
16	20	10	0	41946000
16	20	10	0	41946000
16	20	5	0	43710000
16	20	2	0	43312000
16	40	10	-0.5	33346000
16	40	13.3333333333333	-0.5	32904000
16	40	20	-0.5	32848000
16	40	10	-0.5	33346000
16	40	5	-0.5	33874000
16	40	2	-0.5	34560000
16	40	10	-0.3	33346000
16	40	13.3333333333333	-0.3	32904000
16	40	20	-0.3	32848000
16	40	10	-0.3	33346000
16	40	5	-0.3	33874000
16	40	2	-0.3	34560000
16	40	10	-0.1	33346000
16	40	13.3333333333333	-0.1	32904000
16	40	20	-0.1	32848000
16	40	10	-0.1	33346000
16	40	5	-0.1	33874000
16	40	2	-0.1	34560000
16	40	10	0	45160000
16	40	13.3333333333333	0	45684000
16	40	20	0	39562000
16	40	10	0	45160000
16	40	5	0	44716000
16	40	2	0	45276000
16	80	20	-0.5	35002000
16	80	26.6666666666667	-0.5	34764000
16	80	40	-0.5	34850000
16	80	10	-0.5	37294000
16	80	5	-0.5	37774000
16	80	2	-0.5	38948000
16	80	20	-0.3	35002000
16	80	26.6666666666667	-0.3	34764000
16	80	40	-0.3	34850000
16	80	10	-0.3	37294000
16	80	5	-0.3	37774000
16	80	2	-0.3	38948000
16	80	20	-0.1	35002000
16	80	26.6666666666667	-0.1	34764000
16	80	40	-0.1	34850000
16	80	10	-0.1	37294000
16	80	5	-0.1	37774000
16	80	2	-0.1	38948000
16	80	20	0	35576000
16	80	26.6666666666667	0	35640000
16	80	40	0	35842000
16	80	10	0	42864000
16	80	5	0	46240000
16	80	2	0	47510000
16	160	40	-0.5	39234000
16	160	53.3333333333333	-0.5	38786000
16	160	80	-0.5	38760000
16	160	10	-0.5	39596000
16	160	5	-0.5	41038000
16	160	2	-0.5	43130000
16	160	40	-0.3	39234000
16	160	53.3333333333333	-0.3	38786000
16	160	80	-0.3	38760000
16	160	10	-0.3	39596000
16	160	5	-0.3	41038000
16	160	2	-0.3	43130000
16	160	40	-0.1	39234000
16	160	53.3333333333333	-0.1	38786000
16	160	80	-0.1	38760000
16	160	10	-0.1	39596000
16	160	5	-0.1	41038000
16	160	2	-0.1	43130000
16	160	40	0	12724000
16	160	53.3333333333333	0	6444000
16	160	80	0	0
16	160	10	0	14840000
16	160	5	0	46538000
16	160	2	0	47548000
16	320	80	-0.5	42148000
16	320	106.666666666667	-0.5	41982000
16	320	160	-0.5	45524000
16	320	10	-0.5	41432000
16	320	5	-0.5	41798000
16	320	2	-0.5	44506000
16	320	80	-0.3	42148000
16	320	106.666666666667	-0.3	41982000
16	320	160	-0.3	45524000
16	320	10	-0.3	41432000
16	320	5	-0.3	41798000
16	320	2	-0.3	44506000
16	320	80	-0.1	42148000
16	320	106.666666666667	-0.1	41982000
16	320	160	-0.1	45524000
16	320	10	-0.1	41432000
16	320	5	-0.1	41798000
16	320	2	-0.1	44506000
16	320	80	0	0
16	320	106.666666666667	0	0
16	320	160	0	0
16	320	10	0	6280000
16	320	5	0	45060000
16	320	2	0	47694000
16	640	160	-0.5	47346000
16	640	213.333333333333	-0.5	47822000
16	640	320	-0.5	49074000
16	640	10	-0.5	43904000
16	640	5	-0.5	44664000
16	640	2	-0.5	46332000
16	640	160	-0.3	47346000
16	640	213.333333333333	-0.3	47822000
16	640	320	-0.3	49074000
16	640	10	-0.3	43904000
16	640	5	-0.3	44664000
16	640	2	-0.3	46332000
16	640	160	-0.1	47346000
16	640	213.333333333333	-0.1	47822000
16	640	320	-0.1	49074000
16	640	10	-0.1	43904000
16	640	5	-0.1	44664000
16	640	2	-0.1	46332000
16	640	160	0	0
16	640	213.333333333333	0	0
16	640	320	0	0
16	640	10	0	0
16	640	5	0	40276000
16	640	2	0	45072000
